GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
20	GO:0038177	0.0111323980613977	180.805970149254	0.0111630961175408	1	2	death receptor agonist activity	Ngf	0.0346556529203952
21	GO:0047690	0.0111323980613977	180.805970149254	0.0111630961175408	1	2	aspartyltransferase activity	Cblb	0.0346556529203952
22	GO:0101020	0.0111323980613977	180.805970149254	0.0111630961175408	1	2	estrogen 16-alpha-hydroxylase activity	Cyp1b1	0.0346556529203952
23	GO:0016504	0.0113089551820337	13.5667789001122	0.161864893704342	2	29	peptidase activator activity	Ngf;Pcolce	0.0346556529203952
24	GO:0019207	0.0124293261412108	4.76035031847134	0.898629237462037	4	161	kinase regulator activity	Als2;Cdc37;Inka1;Ngf	0.0346556529203952
25	GO:0052689	0.0134205740445723	6.45563506261181	0.496757777230567	3	89	carboxylic ester hydrolase activity	Acot2;Iars2;Lcat	0.0346556529203952
26	GO:0098772	0.0144220643113289	1.88340462168326	13.0831486497579	21	2344	molecular function regulator	A2ml1;Als2;Arhgef4;Bmp7;Btg2;Cd55;Cdc37;Cyb5b;Dtx3l;Fgf10;Furin;Hspa1a;Inka1;Jun;Med11;Mycn;Ngf;Pcolce;Sipa1l2;Ss18l2;Tbc1d14	0.0346556529203952
27	GO:0008201	0.016426501923411	5.96625310173697	0.53582861364196	3	96	heparin binding	Bmp7;Fgf10;Pcolce	0.0346556529203952
28	GO:0005163	0.0166527163383717	90.3955223880597	0.0167446441763113	1	3	nerve growth factor receptor binding	Ngf	0.0346556529203952
29	GO:0005308	0.0166527163383717	90.3955223880597	0.0167446441763113	1	3	creatine transmembrane transporter activity	Slc6a13	0.0346556529203952
30	GO:0005332	0.0166527163383717	90.3955223880597	0.0167446441763113	1	3	gamma-aminobutyric acid:sodium symporter activity	Slc6a13	0.0346556529203952
31	GO:0005368	0.0166527163383717	90.3955223880597	0.0167446441763113	1	3	taurine transmembrane transporter activity	Slc6a13	0.0346556529203952
32	GO:0030297	0.0166527163383717	90.3955223880597	0.0167446441763113	1	3	transmembrane receptor protein tyrosine kinase activator activity	Ngf	0.0346556529203952
33	GO:0042959	0.0166527163383717	90.3955223880597	0.0167446441763113	1	3	alkanesulfonate transmembrane transporter activity	Slc6a13	0.0346556529203952
34	GO:0047179	0.0166527163383717	90.3955223880597	0.0167446441763113	1	3	platelet-activating factor acetyltransferase activity	Lcat	0.0346556529203952
35	GO:0070330	0.0166527163383717	90.3955223880597	0.0167446441763113	1	3	aromatase activity	Cyp1b1	0.0346556529203952
36	GO:1990935	0.0166527163383717	90.3955223880597	0.0167446441763113	1	3	splicing factor binding	Sf3b5	0.0346556529203952
37	GO:2001070	0.0166527163383717	90.3955223880597	0.0167446441763113	1	3	starch binding	Stbd1	0.0346556529203952
38	GO:0016790	0.0171146307018471	10.7673796791444	0.200935730115735	2	36	thiolester hydrolase activity	Acot13;Acot2	0.0346796464221639
39	GO:0019899	0.019712692815149	1.88236503856041	10.9565788393663	18	1963	enzyme binding	Als2;Arhgef4;Bok;Cblb;Cdc37;Dtx3l;Furin;Hspa1a;Inka1;Jun;Ksr1;Map2k3;Mycn;Snx12;Stbd1;Stxbp6;Tbc1d14;Ticam1	0.0374027299710577
40	GO:0004867	0.0199157393352385	9.89189189189189	0.217680374292046	2	39	serine-type endopeptidase inhibitor activity	A2ml1;Furin	0.0374027299710577
41	GO:0051879	0.0199157393352385	9.89189189189189	0.217680374292046	2	39	Hsp90 protein binding	Cdc37;Ksr1	0.0374027299710577
42	GO:0008821	0.0221426683325424	60.2587064676617	0.0223261922350817	1	4	crossover junction endodeoxyribonuclease activity	Rad51c	0.0405948919429944
43	GO:0034186	0.0276024186037783	45.1902985074627	0.0279077402938521	1	5	apolipoprotein A-I binding	Lcat	0.0471013717442283
44	GO:0046790	0.0276024186037783	45.1902985074627	0.0279077402938521	1	5	virion binding	Nectin1	0.0471013717442283
45	GO:0055131	0.0276024186037783	45.1902985074627	0.0279077402938521	1	5	C3HC4-type RING finger domain binding	Hspa1a	0.0471013717442283
46	GO:0005096	0.0292214663477034	3.63109756097561	1.16654354428302	4	209	GTPase activator activity	Als2;Jun;Sipa1l2;Tbc1d14	0.0471013717442283
47	GO:0008289	0.0298812879940265	2.50341144144979	3.00287285561848	7	538	lipid binding	Amer3;Cd55;Mreg;Ngf;Snx12;Stra6;Stxbp6	0.0471013717442283
48	GO:0035091	0.0314895512759408	3.54315476190476	1.19445128457687	4	214	phosphatidylinositol binding	Amer3;Mreg;Snx12;Stxbp6	0.0471013717442283
49	GO:0031072	0.0326090198300991	4.53707440100883	0.697693507346302	3	125	heat shock protein binding	Cdc37;Hspa1a;Ksr1	0.0471013717442283
50	GO:0003847	0.0330321308336147	36.1492537313433	0.0334892883526225	1	6	1-alkyl-2-acetylglycerophosphocholine esterase activity	Lcat	0.0471013717442283
51	GO:0015185	0.0330321308336147	36.1492537313433	0.0334892883526225	1	6	gamma-aminobutyric acid transmembrane transporter activity	Slc6a13	0.0471013717442283
52	GO:0016889	0.0330321308336147	36.1492537313433	0.0334892883526225	1	6	endodeoxyribonuclease activity, producing 3'-phosphomonoesters	Rad51c	0.0471013717442283
53	GO:0140161	0.0330321308336147	36.1492537313433	0.0334892883526225	1	6	monocarboxylate:sodium symporter activity	Slc6a13	0.0471013717442283
54	GO:2001069	0.0330321308336147	36.1492537313433	0.0334892883526225	1	6	glycogen binding	Stbd1	0.0471013717442283
55	GO:0005539	0.0367066447874285	4.32223557692308	0.731182795698925	3	131	glycosaminoglycan binding	Bmp7;Fgf10;Pcolce	0.0475625656198549
56	GO:0030695	0.0383817273604457	3.31780133928571	1.27259295739966	4	228	GTPase regulator activity	Als2;Jun;Sipa1l2;Tbc1d14	0.0475625656198549
57	GO:0004198	0.0384319678298627	30.1218905472637	0.0390708364113929	1	7	calcium-dependent cysteine-type endopeptidase activity	Capn5	0.0475625656198549
58	GO:0005004	0.0384319678298627	30.1218905472637	0.0390708364113929	1	7	GPI-linked ephrin receptor activity	Epha3	0.0475625656198549
59	GO:0015355	0.0384319678298627	30.1218905472637	0.0390708364113929	1	7	secondary active monocarboxylate transmembrane transporter activity	Slc6a13	0.0475625656198549
60	GO:0019841	0.0384319678298627	30.1218905472637	0.0390708364113929	1	7	retinol binding	Stra6	0.0475625656198549
61	GO:0048406	0.0384319678298627	30.1218905472637	0.0390708364113929	1	7	nerve growth factor binding	Furin	0.0475625656198549
62	GO:0097677	0.0384319678298627	30.1218905472637	0.0390708364113929	1	7	STAT family protein binding	Dtx3l	0.0475625656198549
63	GO:0019900	0.0389148264162449	2.21795245026686	3.87917590084544	8	695	kinase binding	Cblb;Cdc37;Inka1;Ksr1;Map2k3;Mycn;Tbc1d14;Ticam1	0.0475625656198549
64	GO:0061630	0.0415813296010295	3.22961956521739	1.30608224575228	4	234	ubiquitin protein ligase activity	Cblb;Dtx3l;Fbxw11;Med11	0.0491426630117719
65	GO:0016712	0.0438020915312067	25.816631130064	0.0446523844701633	1	8	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	Cyp1b1	0.0491426630117719
66	GO:0016918	0.0438020915312067	25.816631130064	0.0446523844701633	1	8	retinal binding	Stra6	0.0491426630117719
67	GO:1901981	0.0440962880590195	4.0056856187291	0.786998276286629	3	141	phosphatidylinositol phosphate binding	Amer3;Snx12;Stxbp6	0.0491426630117719
68	GO:0005546	0.0441543019952926	6.29937304075235	0.334892883526225	2	60	phosphatidylinositol-4,5-bisphosphate binding	Amer3;Stxbp6	0.0491426630117719
69	GO:0061659	0.0460775889066957	3.11896008403361	1.35073463022244	4	242	ubiquitin-like protein ligase activity	Cblb;Dtx3l;Fbxw11;Med11	0.0491426630117719
70	GO:0030295	0.0468406185306487	6.08838383838384	0.346055979643766	2	62	protein kinase activator activity	Als2;Ngf	0.0491426630117719
71	GO:0048365	0.0468406185306487	6.08838383838384	0.346055979643766	2	62	Rac GTPase binding	Als2;Arhgef4	0.0491426630117719
72	GO:0017048	0.0480495633309267	3.86401291016676	0.814906016580481	3	146	Rho GTPase binding	Als2;Arhgef4;Stxbp6	0.0491426630117719
73	GO:0008656	0.0491426630117719	22.5876865671642	0.0502339325289338	1	9	cysteine-type endopeptidase activator activity involved in apoptotic process	Ngf	0.0491426630117719
74	GO:0016755	0.0491426630117719	22.5876865671642	0.0502339325289338	1	9	transferase activity, transferring amino-acyl groups	Cblb	0.0491426630117719
75	GO:0016894	0.0491426630117719	22.5876865671642	0.0502339325289338	1	9	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters	Rad51c	0.0491426630117719
76	GO:0043995	0.0491426630117719	22.5876865671642	0.0502339325289338	1	9	histone acetyltransferase activity (H4-K5 specific)	Phf20	0.0491426630117719
77	GO:0043996	0.0491426630117719	22.5876865671642	0.0502339325289338	1	9	histone acetyltransferase activity (H4-K8 specific)	Phf20	0.0491426630117719
